verse	position	greek	strong	transliteration	gloss	inflected
25:19	3	πολὺν	G4183	polyn	a long	a long
25:19	4	χρόνον	G5550	chronon	time	time
25:19	5	ὁ	G3588	ho	the	the
25:19	6	κύριος	G2962	kyrios	master	master
25:19	7	ἐκείνων	G1565	ekeinōn	of those	of those
25:19	8	τῶν	G3588	tōn	-	-
25:19	9	δούλων	G1401	doulōn	servants	servants
25:19	10	ἔρχεται	G2064	erchetai	returned	returned
25:19	11	καὶ	G2532	kai	and	and
25:19	12	συναίρει	G4868	synairei	settled	settled
25:19	13	λόγον	G3056	logon	accounts	accounts
25:19	14	μετ’	G3326	met’	with	with
25:19	15	αὐτῶν	G846	autōn	them	them
25:20	1	καὶ	G2532	kai	-	-
25:20	2	ὁ	G3588	ho	The [servant]	The [servant]
25:20	3	λαβὼν	G2983	labōn	who had received	who had received
25:20	4	τὰ	G3588	ta	the	the
25:20	5	πέντε	G4002	pente	five	five
25:20	6	τάλαντα	G5007	talanta	talents	talents
25:20	7	προσελθὼν	G4334	proselthōn	came	came
25:20	8	προσήνεγκεν	G4374	prosēnenken	[and] presented	[and] presented
25:20	9	πέντε	G4002	pente	five	five
25:20	10	ἄλλα	G243	alla	more	more
25:20	11	τάλαντα	G5007	talanta	-	-
25:20	12	Κύριε	G2962	Kyrie	Master	Master
25:20	13	λέγων	G3004	legōn	he said	he said
25:20	14	παρέδωκας	G3860	paredōkas	you entrusted	you entrusted
25:20	15	μοι	G1473	moi	me	me
25:20	16	πέντε	G4002	pente	{with} five	{with} five
25:20	17	τάλαντά	G5007	talanta	talents	talents
25:20	18	ἴδε	G2400	ide	See	See
25:20	19	ἐκέρδησα	G2770	ekerdēsa	I have gained	I have gained
25:20	20	πέντε	G4002	pente	five	five
25:20	21	τάλαντα	G5007	talanta	-	-
25:20	22	ἄλλα	G243	alla	more	more
25:21	1	αὐτοῦ	G846	autou	His	His
25:21	2	ὁ	G3588	ho	-	-
25:21	3	κύριος	G2962	kyrios	master	master
25:21	4	Ἔφη	G5346	Ephē	replied	replied
25:21	5	αὐτῷ	G846	autō	-	-
25:21	6	Εὖ	G2095	Eu	Well done	Well done
25:21	7	ἀγαθὲ	G18	agathe	good	good
25:21	8	καὶ	G2532	kai	and	and
25:21	9	πιστέ	G4103	piste	faithful	faithful
25:21	10	δοῦλε	G1401	doule	servant	servant
25:21	11	ἦς	G1510	ēs	You have been	You have been
25:21	12	πιστός	G4103	pistos	faithful	faithful
25:21	13	ἐπὶ	G1909	epi	with	with
25:21	14	ὀλίγα	G3641	oliga	a few things	a few things
25:21	15	καταστήσω	G2525	katastēsō	I will put	I will put
25:21	16	σε	G4771	se	you {in charge}	you {in charge}
25:21	17	ἐπὶ	G1909	epi	of	of
25:21	18	πολλῶν	G4183	pollōn	many things	many things
25:21	19	εἴσελθε	G1525	eiselthe	Enter	Enter
25:21	20	εἰς	G1519	eis	into	into
25:21	21	τὴν	G3588	tēn	the	the
25:21	22	χαρὰν	G5479	charan	joy	joy
25:21	23	τοῦ	G3588	tou	of	of
25:21	24	σου	G4771	sou	your	your
25:21	25	κυρίου	G2962	kyriou	master	master
25:22	1	δὲ	G1161	de	-	-
25:22	2	ὁ	G3588	ho	The [servant]	The [servant]
25:22	3	τὰ	G3588	ta	[who had received] the	[who had received] the
25:22	4	δύο	G1417	dyo	two	two
25:22	5	τάλαντα	G5007	talanta	talents	talents
25:22	6	καὶ	G2532	kai	also	also
25:22	7	Προσελθὼν	G4334	Proselthōn	came	came
25:22	8	εἶπεν	G2036	eipen	[and] said	[and] said
25:22	9	Κύριε	G2962	Kyrie	Master	Master
25:22	10	παρέδωκας	G3860	paredōkas	you entrusted	you entrusted
25:22	11	μοι	G1473	moi	me	me
25:22	12	δύο	G1417	dyo	{with} two	{with} two
25:22	13	τάλαντά	G5007	talanta	talents	talents
25:22	14	ἴδε	G2400	ide	See	See
25:22	15	ἐκέρδησα	G2770	ekerdēsa	I have gained	I have gained
25:22	16	δύο	G1417	dyo	two	two
25:22	17	τάλαντα	G5007	talanta	-	-
25:22	18	ἄλλα	G243	alla	more	more
25:23	1	αὐτοῦ	G846	autou	His	His
25:23	2	ὁ	G3588	ho	-	-
25:23	3	κύριος	G2962	kyrios	master	master
25:23	4	Ἔφη	G5346	Ephē	replied	replied
25:23	5	αὐτῷ	G846	autō	-	-
25:23	6	Εὖ	G2095	Eu	Well done	Well done
25:23	7	ἀγαθὲ	G18	agathe	good	good
25:23	8	καὶ	G2532	kai	and	and
25:23	9	πιστέ	G4103	piste	faithful	faithful
25:23	10	δοῦλε	G1401	doule	servant	servant
25:23	11	ἦς	G1510	ēs	You have been	You have been
25:23	12	πιστός	G4103	pistos	faithful	faithful
25:23	13	ἐπὶ	G1909	epi	with	with
25:23	14	ὀλίγα	G3641	oliga	a few things	a few things
25:23	15	καταστήσω	G2525	katastēsō	I will put	I will put
25:23	16	σε	G4771	se	you {in charge}	you {in charge}
25:23	17	ἐπὶ	G1909	epi	of	of
25:23	18	πολλῶν	G4183	pollōn	many things	many things
25:23	19	εἴσελθε	G1525	eiselthe	Enter	Enter
25:23	20	εἰς	G1519	eis	into	into
25:23	21	τὴν	G3588	tēn	the	the
25:23	22	χαρὰν	G5479	charan	joy	joy
25:23	23	τοῦ	G3588	tou	of	of
25:23	24	σου	G4771	sou	your	your
25:23	25	κυρίου	G2962	kyriou	master	master
25:24	1	δὲ	G1161	de	Finally	Finally
25:24	2	ὁ	G3588	ho	the [servant]	the [servant]
25:24	3	εἰληφὼς	G2983	eilēphōs	who had received	who had received
25:24	4	τὸ	G3588	to	the	the
25:24	5	ἓν	G1520	hen	one	one
25:24	6	τάλαντον	G5007	talanton	talent	talent
25:24	7	Προσελθὼν	G4334	Proselthōn	came	came
25:24	8	καὶ	G2532	kai	and	and
25:24	9	εἶπεν	G2036	eipen	said	said
25:24	10	Κύριε	G2962	Kyrie	Master	Master
25:24	11	ἔγνων	G1097	egnōn	I knew	I knew
25:24	12	σε	G4771	se	-	-
25:24	13	ὅτι	G3754	hoti	that	that
25:24	14	εἶ	G1510	ei	you are	you are
25:24	15	σκληρὸς	G4642	sklēros	a hard	a hard
25:24	16	ἄνθρωπος	G444	anthrōpos	man	man
25:24	17	θερίζων	G2325	therizōn	reaping	reaping
25:24	18	ὅπου	G3699	hopou	where	where
25:24	19	οὐκ	G3756	ouk	vvv	vvv
25:24	20	ἔσπειρας	G4687	espeiras	you have not sown	you have not sown
25:24	21	καὶ	G2532	kai	and	and
25:24	22	συνάγων	G4863	synagōn	gathering	gathering
25:24	23	ὅθεν	G3606	hothen	where	where
25:24	24	οὐ	G3756	ou	vvv	vvv
25:24	25	διεσκόρπισας	G1287	dieskorpisas	you have not scattered seed	you have not scattered seed
25:25	1	καὶ	G2532	kai	So	So
25:25	2	φοβηθεὶς	G5399	phobētheis	I was afraid	I was afraid
25:25	3	ἀπελθὼν	G565	apelthōn	and went out [and]	and went out [and]
25:25	4	ἔκρυψα	G2928	ekrypsa	hid	hid
25:25	5	σου	G4771	sou	your	your
25:25	6	τὸ	G3588	to	-	-
25:25	7	τάλαντόν	G5007	talanton	talent	talent
25:25	8	ἐν	G1722	en	in	in
25:25	9	τῇ	G3588	tē	the	the
25:25	10	γῇ	G1093	gē	ground	ground
25:25	11	ἴδε	G2400	ide	See	See
25:25	12	ἔχεις	G2192	echeis	you have	you have
25:25	13	τὸ	G3588	to	what [belongs]	what [belongs]
25:25	14	σόν	G4674	son	to you	to you
25:26	1	Πονηρὲ	G4190	Ponēre	You wicked	You wicked
25:26	2	καὶ	G2532	kai	-	-
25:26	3	ὀκνηρέ	G3636	oknēre	lazy	lazy
25:26	4	δοῦλε	G1401	doule	servant	servant
25:26	5	δὲ	G1161	de	-	-
25:26	6	Ἀποκριθεὶς	G611	Apokritheis	replied	replied
25:26	7	εἶπεν	G2036	eipen	. . .	. . .
25:26	8	αὐτῷ	G846	autō	. . .	. . .
25:26	9	αὐτοῦ	G846	autou	his	his
25:26	10	ὁ	G3588	ho	-	-
25:26	11	κύριος	G2962	kyrios	master	master
25:26	12	ᾔδεις	G1492	ēdeis	You knew	You knew
25:26	13	ὅτι	G3754	hoti	that	that
25:26	14	θερίζω	G2325	therizō	I reap	I reap
25:26	15	ὅπου	G3699	hopou	where	where
25:26	16	οὐκ	G3756	ouk	vvv	vvv
25:26	17	ἔσπειρα	G4687	espeira	I have not sown	I have not sown
25:26	18	καὶ	G2532	kai	and	and
25:26	19	συνάγω	G4863	synagō	gather	gather
25:26	20	ὅθεν	G3606	hothen	where	where
25:26	21	οὐ	G3756	ou	. . .	. . .
25:26	22	διεσκόρπισα	G1287	dieskorpisa	I have not scattered seed	I have not scattered seed
25:27	1	οὖν	G3767	oun	Then	Then
25:27	2	σε	G4771	se	you	you
25:27	3	ἔδει	G1163	edei	should	should
25:27	4	βαλεῖν	G906	balein	have deposited	have deposited
25:27	5	μου	G1473	mou	my	my
25:27	6	τὰ	G3588	ta	-	-
25:27	7	ἀργύριά	G694	argyria	money	money
25:27	8	τοῖς	G3588	tois	with the	with the
25:27	9	τραπεζίταις	G5133	trapezitais	bankers	bankers
25:27	10	καὶ	G2532	kai	and	and
25:27	11	ἐγὼ	G1473	egō	vvv	vvv
25:27	12	ἐλθὼν	G2064	elthōn	on my return	on my return
25:27	13	ἂν	G302	an	vvv	vvv
25:27	14	ἐκομισάμην	G2865	ekomisamēn	I would have received	I would have received
25:27	15	τὸ	G3588	to	-	-
25:27	16	ἐμὸν	G1699	emon	it {back}	it {back}
25:27	17	σὺν	G4862	syn	with	with
25:27	18	τόκῳ	G5110	tokō	interest	interest
25:28	1	οὖν	G3767	oun	Therefore	Therefore
25:28	2	Ἄρατε	G142	Arate	take	take
25:28	3	τὸ	G3588	to	the	the
25:28	4	τάλαντον	G5007	talanton	talent	talent
25:28	5	ἀπ’	G575	ap’	from	from
25:28	6	αὐτοῦ	G846	autou	him	him
25:28	7	καὶ	G2532	kai	and	and
25:28	8	δότε	G1325	dote	give [it]	give [it]
25:28	9	τῷ	G3588	tō	to the [one]	to the [one]
25:28	10	ἔχοντι	G2192	echonti	who has	who has
25:28	11	τὰ	G3588	ta	-	-
25:28	12	δέκα	G1176	deka	ten	ten
25:28	13	τάλαντα	G5007	talanta	talents	talents
25:29	1	γὰρ	G1063	gar	For	For
25:29	2	τῷ	G3588	tō	-	-
25:29	3	παντὶ	G3956	panti	everyone	everyone
25:29	4	ἔχοντι	G2192	echonti	who has	who has
25:29	5	δοθήσεται	G1325	dothēsetai	will be given [more]	will be given [more]
25:29	6	καὶ	G2532	kai	and [he]	and [he]
25:29	7	περισσευθήσεται	G4052	perisseuthēsetai	will have an abundance	will have an abundance
25:29	8	δὲ	G1161	de	But	But
25:29	9	τοῦ	G3588	tou	the [one who]	the [one who]
25:29	10	μὴ	G3361	mē	{does} not	{does} not
25:29	11	ἔχοντος	G2192	echontos	have	have
25:29	12	καὶ	G2532	kai	even	even
25:29	13	ὃ	G3739	ho	what	what
25:29	14	ἔχει	G2192	echei	he has	he has
25:29	15	ἀρθήσεται	G142	arthēsetai	will be taken away	will be taken away
25:29	16	ἀπ’	G575	ap’	from	from
25:29	17	αὐτοῦ	G846	autou	him	him
25:30	1	καὶ	G2532	kai	And	And
25:30	2	ἐκβάλετε	G1544	ekbalete	throw	throw
25:30	3	τὸν	G3588	ton	that	that
25:30	4	ἀχρεῖον	G888	achreion	worthless	worthless
25:30	5	δοῦλον	G1401	doulon	servant	servant
25:30	6	εἰς	G1519	eis	into	into
25:30	7	τὸ	G3588	to	the	the
25:30	8	τὸ	G3588	to	-	-
25:30	9	ἐξώτερον	G1857	exōteron	outer	outer
25:30	10	σκότος	G4655	skotos	darkness	darkness
25:30	11	ἐκεῖ	G1563	ekei	[where] there	[where] there
25:30	12	ἔσται	G1510	estai	will be	will be
25:30	13	ὁ	G3588	ho	-	-
25:30	14	κλαυθμὸς	G2805	klauthmos	weeping	weeping
25:30	15	καὶ	G2532	kai	and	and
25:30	16	ὁ	G3588	ho	-	-
25:30	17	βρυγμὸς	G1030	brygmos	gnashing	gnashing
25:30	18	τῶν	G3588	tōn	of	of
25:30	19	ὀδόντων	G3599	odontōn	teeth	teeth
25:31	1	δὲ	G1161	de	-	-
25:31	2	Ὅταν	G3752	Hotan	When	When
25:31	3	ὁ	G3588	ho	the	the
25:31	4	υἱὸς	G5207	huios	Son	Son
25:31	5	τοῦ	G3588	tou	-	-
25:31	6	ἀνθρώπου	G444	anthrōpou	of Man	of Man
25:31	7	ἔλθῃ	G2064	elthē	comes	comes
25:31	8	ἐν	G1722	en	in	in
25:31	9	αὐτοῦ	G846	autou	His	His
25:31	10	τῇ	G3588	tē	-	-
25:31	11	δόξῃ	G1391	doxē	glory	glory
25:31	12	καὶ	G2532	kai	and	and
25:31	13	πάντες	G3956	pantes	all	all
25:31	14	οἱ	G3588	hoi	the	the
25:31	15	ἄγγελοι	G32	angeloi	angels	angels
25:31	16	μετ’	G3326	met’	with	with
25:31	17	αὐτοῦ	G846	autou	Him	Him
25:31	18	τότε	G5119	tote	-	-
25:31	19	καθίσει	G2523	kathisei	He will sit	He will sit
25:31	20	ἐπὶ	G1909	epi	on	on
25:31	21	αὐτοῦ	G846	autou	His	His
25:31	22	δόξης	G1391	doxēs	glorious	glorious
25:31	23	θρόνου	G2362	thronou	throne	throne
25:32	1	καὶ	G2532	kai	-	-
25:32	2	πάντα	G3956	panta	All	All
25:32	3	τὰ	G3588	ta	the	the
25:32	4	ἔθνη	G1484	ethnē	nations	nations
25:32	5	συναχθήσονται	G4863	synachthēsontai	will be gathered	will be gathered
25:32	6	ἔμπροσθεν	G1715	emprosthen	before	before
25:32	7	αὐτοῦ	G846	autou	Him	Him
25:32	8	καὶ	G2532	kai	and	and
25:32	9	ἀφορίσει	G873	aphorisei	He will separate	He will separate
25:32	10	αὐτοὺς	G846	autous	[the people]	[the people]
25:32	11	ἀπ’	G575	ap’	vvv	vvv
25:32	12	ἀλλήλων	G240	allēlōn	one from another	one from another
25:32	13	ὥσπερ	G5618	hōsper	as	as
25:32	14	ὁ	G3588	ho	-	-
25:32	15	ποιμὴν	G4166	poimēn	a shepherd	a shepherd
25:32	16	ἀφορίζει	G873	aphorizei	separates	separates
25:32	17	τὰ	G3588	ta	the	the
25:32	18	πρόβατα	G4263	probata	sheep	sheep
25:32	19	ἀπὸ	G575	apo	from	from
25:32	20	τῶν	G3588	tōn	the	the
25:32	21	ἐρίφων	G2056	eriphōn	goats	goats
25:33	1	καὶ	G2532	kai	-	-
25:33	2	μὲν	G3303	men	-	-
25:33	3	στήσει	G2476	stēsei	He will place	He will place
25:33	4	τὰ	G3588	ta	the	the
25:33	5	πρόβατα	G4263	probata	sheep	sheep
25:33	6	ἐκ	G1537	ek	on	on
25:33	7	αὐτοῦ	G846	autou	His	His
25:33	8	δεξιῶν	G1188	dexiōn	right	right
25:33	9	δὲ	G1161	de	and	and
25:33	10	τὰ	G3588	ta	the	the
25:33	11	ἐρίφια	G2055	eriphia	goats	goats
25:33	12	ἐξ	G1537	ex	on	on
25:33	13	εὐωνύμων	G2176	euōnymōn	[His] left	[His] left
25:34	1	Τότε	G5119	Tote	Then	Then
25:34	2	ὁ	G3588	ho	the	the
25:34	3	Βασιλεὺς	G935	Basileus	King	King
25:34	4	ἐρεῖ	G2046	erei	will say	will say
25:34	5	τοῖς	G3588	tois	to those	to those
25:34	6	ἐκ	G1537	ek	on	on
25:34	7	αὐτοῦ	G846	autou	His	His
25:34	8	δεξιῶν	G1188	dexiōn	right	right
25:34	9	Δεῦτε	G1205	Deute	Come	Come
25:34	10	οἱ	G3588	hoi	you who are	you who are
25:34	11	εὐλογημένοι	G2127	eulogēmenoi	blessed	blessed
25:34	12	τοῦ	G3588	tou	by	by
25:34	13	μου	G1473	mou	My	My
25:34	14	Πατρός	G3962	Patros	Father	Father
25:34	15	κληρονομήσατε	G2816	klēronomēsate	inherit	inherit
25:34	16	τὴν	G3588	tēn	the	the
25:34	17	βασιλείαν	G932	basileian	kingdom	kingdom
25:34	18	ἡτοιμασμένην	G2090	hētoimasmenēn	prepared	prepared
25:34	19	ὑμῖν	G4771	hymin	for you	for you
25:34	20	ἀπὸ	G575	apo	from	from
25:34	21	καταβολῆς	G2602	katabolēs	[the] foundation	[the] foundation
25:34	22	κόσμου	G2889	kosmou	of [the] world	of [the] world
25:35	1	γὰρ	G1063	gar	For	For
25:35	2	ἐπείνασα	G3983	epeinasa	I was hungry	I was hungry
25:35	3	καὶ	G2532	kai	and	and
25:35	4	ἐδώκατέ	G1325	edōkate	you gave	you gave
25:35	5	μοι	G1473	moi	Me	Me
25:35	6	φαγεῖν	G5315	phagein	[something] to eat	[something] to eat
25:35	7	ἐδίψησα	G1372	edipsēsa	I was thirsty	I was thirsty
25:35	8	καὶ	G2532	kai	and	and
25:35	9	με	G1473	me	vvv	vvv
25:35	10	ἐποτίσατέ	G4222	epotisate	you gave Me [something] to drink	you gave Me [something] to drink
25:35	11	ἤμην	G1510	ēmēn	I was	I was
25:35	12	ξένος	G3581	xenos	a stranger	a stranger
25:35	13	καὶ	G2532	kai	and	and
25:35	14	συνηγάγετέ	G4863	synēgagete	you took Me in	you took Me in
25:35	15	με	G1473	me	. . .	. . .
25:36	1	γυμνὸς	G1131	gymnos	[I was] naked	[I was] naked
25:36	2	καὶ	G2532	kai	and	and
25:36	3	περιεβάλετέ	G4016	periebalete	you clothed	you clothed
25:36	4	με	G1473	me	Me	Me
25:36	5	ἠσθένησα	G770	ēsthenēsa	I was sick	I was sick
25:36	6	καὶ	G2532	kai	and	and
25:36	7	ἐπεσκέψασθέ	G1980	epeskepsasthe	you looked after	you looked after
25:36	8	με	G1473	me	Me	Me
25:36	9	ἤμην	G1510	ēmēn	I was	I was
25:36	10	ἐν	G1722	en	in	in
25:36	11	φυλακῇ	G5438	phylakē	prison	prison
25:36	12	καὶ	G2532	kai	and	and
25:36	13	ἤλθατε	G2064	ēlthate	you visited	you visited
25:36	14	πρός	G4314	pros	. . .	. . .
25:36	15	με	G1473	me	Me	Me
25:37	1	Τότε	G5119	Tote	Then	Then
25:37	2	οἱ	G3588	hoi	the	the
25:37	3	δίκαιοι	G1342	dikaioi	righteous	righteous
25:37	4	ἀποκριθήσονται	G611	apokrithēsontai	will answer	will answer
25:37	5	αὐτῷ	G846	autō	Him	Him
25:37	6	λέγοντες	G3004	legontes	-	-
25:37	7	Κύριε	G2962	Kyrie	Lord	Lord
25:37	8	πότε	G4219	pote	when	when
25:37	9	εἴδομεν	G3708	eidomen	did we see	did we see
25:37	10	σε	G4771	se	You	You
25:37	11	πεινῶντα	G3983	peinōnta	hungry	hungry
25:37	12	καὶ	G2532	kai	and	and
25:37	13	ἐθρέψαμεν	G5142	ethrepsamen	feed [You]	feed [You]
25:37	14	ἢ	G2228	ē	or	or
25:37	15	διψῶντα	G1372	dipsōnta	thirsty	thirsty
25:37	16	καὶ	G2532	kai	and	and
25:37	17	ἐποτίσαμεν	G4222	epotisamen	give [You] something to drink	give [You] something to drink
25:38	1	δέ	G1161	de	-	-
25:38	2	πότε	G4219	pote	When	When
25:38	3	εἴδομεν	G3708	eidomen	did we see	did we see
25:38	4	σε	G4771	se	You	You
25:38	5	ξένον	G3581	xenon	a stranger	a stranger
25:38	6	καὶ	G2532	kai	and	and
25:38	7	συνηγάγομεν	G4863	synēgagomen	take [You] in	take [You] in
25:38	8	ἢ	G2228	ē	or	or
25:38	9	γυμνὸν	G1131	gymnon	naked	naked
25:38	10	καὶ	G2532	kai	and	and
25:38	11	περιεβάλομεν	G4016	periebalomen	clothe [You]	clothe [You]
25:39	1	δέ	G1161	de	-	-
25:39	2	πότε	G4219	pote	When	When
25:39	3	εἴδομεν	G3708	eidomen	did we see	did we see
25:39	4	σε	G4771	se	You	You
25:39	5	ἀσθενοῦντα	G770	asthenounta	sick	sick
25:39	6	ἢ	G2228	ē	or	or
25:39	7	ἐν	G1722	en	in	in
25:39	8	φυλακῇ	G5438	phylakē	prison	prison
25:39	9	καὶ	G2532	kai	and	and
25:39	10	ἤλθομεν	G2064	ēlthomen	visit	visit
25:39	11	πρός	G4314	pros	. . .	. . .
25:39	12	σε	G4771	se	You	You
25:40	1	Καὶ	G2532	Kai	And	And
25:40	2	ὁ	G3588	ho	the	the
25:40	3	Βασιλεὺς	G935	Basileus	King	King
25:40	4	ἀποκριθεὶς	G611	apokritheis	vvv	vvv
25:40	5	ἐρεῖ	G2046	erei	will reply	will reply
25:40	6	αὐτοῖς	G846	autois	. . .	. . .
25:40	7	Ἀμὴν	G281	Amēn	Truly	Truly
25:40	8	λέγω	G3004	legō	I tell	I tell
25:40	9	ὑμῖν	G4771	hymin	you	you
25:40	10	ἐφ’	G1909	eph’	whatever	whatever
25:40	11	ὅσον	G3745	hoson	. . .	. . .
25:40	12	ἐποιήσατε	G4160	epoiēsate	you did	you did
25:40	13	ἑνὶ	G1520	heni	for one	for one
25:40	14	τῶν	G3588	tōn	of the	of the
25:40	15	ἐλαχίστων	G1646	elachistōn	least	least
25:40	16	τούτων	G3778	toutōn	of these	of these
25:40	17	τῶν	G3588	tōn	-	-
25:40	18	ἀδελφῶν	G80	adelphōn	brothers	brothers
25:40	19	μου	G1473	mou	of Mine	of Mine
25:40	20	ἐποιήσατε	G4160	epoiēsate	you did	you did
25:40	21	ἐμοὶ	G1473	emoi	for Me	for Me
25:41	1	Τότε	G5119	Tote	Then	Then
25:41	2	καὶ	G2532	kai	-	-
25:41	3	ἐρεῖ	G2046	erei	He will say	He will say
25:41	4	τοῖς	G3588	tois	to those	to those
25:41	5	ἐξ	G1537	ex	on	on
25:41	6	εὐωνύμων	G2176	euōnymōn	[His] left	[His] left
25:41	7	Πορεύεσθε	G4198	Poreuesthe	Depart	Depart
25:41	8	ἀπ’	G575	ap’	from	from
25:41	9	ἐμοῦ	G1473	emou	Me	Me
25:41	10	οἱ	G3588	hoi	[you] who	[you] who
25:41	11	κατηραμένοι	G2672	katēramenoi	are cursed	are cursed
25:41	12	εἰς	G1519	eis	into	into
25:41	13	τὸ	G3588	to	the	the
25:41	14	τὸ	G3588	to	-	-
25:41	15	αἰώνιον	G166	aiōnion	eternal	eternal
25:41	16	πῦρ	G4442	pyr	fire	fire
25:41	17	τὸ	G3588	to	-	-
25:41	18	ἡτοιμασμένον	G2090	hētoimasmenon	prepared	prepared
25:41	19	τῷ	G3588	tō	for the	for the
25:41	20	διαβόλῳ	G1228	diabolō	devil	devil
25:41	21	καὶ	G2532	kai	and	and
25:41	22	αὐτοῦ	G846	autou	his	his
25:41	23	τοῖς	G3588	tois	-	-
25:41	24	ἀγγέλοις	G32	angelois	angels	angels
25:42	1	γὰρ	G1063	gar	For	For
25:42	2	ἐπείνασα	G3983	epeinasa	I was hungry	I was hungry
25:42	3	καὶ	G2532	kai	and	and
25:42	4	ἐδώκατέ	G1325	edōkate	you gave	you gave
25:42	5	μοι	G1473	moi	Me	Me
25:42	6	οὐκ	G3756	ouk	nothing	nothing
25:42	7	φαγεῖν	G5315	phagein	to eat	to eat
25:42	8	καὶ	G2532	kai	-	-
25:42	9	ἐδίψησα	G1372	edipsēsa	I was thirsty	I was thirsty
25:42	10	καὶ	G2532	kai	and	and
25:42	11	ἐποτίσατέ	G4222	epotisate	you gave Me nothing to drink	you gave Me nothing to drink
25:42	12	οὐκ	G3756	ouk	. . .	. . .
25:42	13	με	G1473	me	. . .	. . .
25:43	1	ἤμην	G1510	ēmēn	I was	I was
25:43	2	ξένος	G3581	xenos	a stranger	a stranger
25:43	3	καὶ	G2532	kai	and	and
25:43	4	οὐ	G3756	ou	vvv	vvv
25:43	5	συνηγάγετέ	G4863	synēgagete	you did not take Me in	you did not take Me in
25:43	6	με	G1473	me	. . .	. . .
25:43	7	γυμνὸς	G1131	gymnos	[I was] naked	[I was] naked
25:43	8	καὶ	G2532	kai	and	and
25:43	9	οὐ	G3756	ou	vvv	vvv
25:43	10	περιεβάλετέ	G4016	periebalete	you did not clothe	you did not clothe
25:43	11	με	G1473	me	Me	Me
25:43	12	ἀσθενὴς	G772	asthenēs	[I was] sick	[I was] sick
25:43	13	καὶ	G2532	kai	and	and
25:43	14	ἐν	G1722	en	in	in
25:43	15	φυλακῇ	G5438	phylakē	prison	prison
25:43	16	καὶ	G2532	kai	and	and
25:43	17	οὐκ	G3756	ouk	vvv	vvv
25:43	18	ἐπεσκέψασθέ	G1980	epeskepsasthe	you did not look after	you did not look after
25:43	19	με	G1473	me	Me	Me
25:44	1	Τότε	G5119	Tote	And	And
25:44	2	αὐτοὶ	G846	autoi	they	they
25:44	3	καὶ	G2532	kai	too	too
25:44	4	ἀποκριθήσονται	G611	apokrithēsontai	will reply	will reply
25:44	5	λέγοντες	G3004	legontes	-	-
25:44	6	Κύριε	G2962	Kyrie	Lord	Lord
25:44	7	πότε	G4219	pote	when	when
25:44	8	εἴδομεν	G3708	eidomen	did we see	did we see
25:44	9	σε	G4771	se	You	You
25:44	10	πεινῶντα	G3983	peinōnta	hungry	hungry
25:44	11	ἢ	G2228	ē	or	or
25:44	12	διψῶντα	G1372	dipsōnta	thirsty	thirsty
25:44	13	ἢ	G2228	ē	or	or
25:44	14	ξένον	G3581	xenon	a stranger	a stranger
